order_id,customer_id,order_date,status
158,1411,2025-10-09,pending
159,1060,2025-06-14,completed
160,1168,2025-06-02,completed
161,1584,2025-10-08,completed
162,668,2025-08-31,shipped
163,878,2025-07-13,pending
164,2652,2025-07-01,pending
165,2776,2025-09-24,pending
166,1103,2025-06-10,processing
167,2103,2025-08-21,completed
168,2795,2025-07-26,completed
169,1942,2025-06-03,pending
170,2652,2025-08-27,pending
171,2463,2025-08-27,completed
172,917,2025-08-06,cancelled
173,2492,2026-02-01,cancelled
174,2920,2025-11-13,cancelled
175,1736,2025-12-03,processing
176,1429,2026-02-16,processing
177,1033,2025-06-21,pending
178,1912,2025-06-22,cancelled
179,2774,2026-01-05,shipped
180,2555,2025-12-20,processing
181,2395,2026-02-04,completed
182,31,2025-06-24,shipped
183,2714,2025-07-26,cancelled
184,2300,2025-07-31,shipped
185,2495,2026-02-26,cancelled
186,1223,2026-02-10,completed
187,1974,2025-08-01,completed
188,1378,2026-02-12,cancelled
189,2624,2025-10-11,cancelled
190,1135,2025-11-16,cancelled
191,2688,2026-03-14,cancelled
192,772,2025-04-16,pending
193,2119,2025-09-28,pending
194,233,2026-01-30,shipped
195,1656,2025-04-15,cancelled
196,2789,2025-08-26,pending
197,2955,2025-12-17,completed
198,2685,2026-01-16,processing
199,1211,2025-12-17,cancelled
200,1715,2025-05-08,processing
201,1591,2026-01-16,completed
202,2389,2025-08-04,shipped
203,778,2026-01-24,cancelled
204,2976,2025-09-22,pending
205,2812,2025-07-14,shipped
206,2615,2025-12-24,processing
207,2752,2025-06-17,cancelled
208,2078,2025-09-14,cancelled
209,697,2025-12-08,shipped
210,742,2025-06-09,cancelled
211,400,2026-02-26,processing
212,525,2026-01-07,cancelled
213,2971,2025-09-10,shipped
214,750,2025-07-18,cancelled
215,2681,2025-09-24,completed
216,911,2025-10-10,cancelled
217,915,2025-08-06,cancelled
218,1723,2025-06-13,cancelled
219,1523,2026-03-10,cancelled
220,2399,2025-11-05,cancelled
221,1900,2025-04-18,completed
222,1928,2025-05-11,completed
223,2599,2025-09-04,shipped
224,2377,2025-10-27,shipped
225,292,2025-06-02,processing
226,797,2025-11-18,shipped
227,491,2025-04-22,processing
228,2171,2025-08-24,cancelled
229,1693,2026-01-01,completed
230,618,2025-06-08,pending
231,821,2025-11-14,cancelled
232,1677,2025-05-24,shipped
233,1875,2025-08-07,pending
234,1296,2026-02-21,pending
235,332,2026-03-17,processing
236,1363,2025-09-08,pending
237,1284,2025-04-27,completed
238,20,2025-11-13,processing
239,1121,2025-08-05,pending
240,691,2025-12-10,shipped
241,649,2025-11-10,processing
242,361,2025-07-05,pending
243,2517,2025-07-10,processing
244,2595,2025-12-11,processing
245,1653,2026-02-02,processing
246,1956,2025-12-03,processing
247,20,2025-06-13,completed
248,2187,2025-11-25,pending
249,2993,2025-07-29,cancelled
250,58,2026-01-15,cancelled
251,2176,2025-06-16,pending
252,74,2025-09-16,completed
253,2567,2025-05-09,pending
254,927,2025-12-10,cancelled
255,1279,2025-11-25,pending
256,421,2025-04-21,processing
257,2062,2025-12-12,shipped
258,1254,2025-08-13,pending
259,268,2025-06-22,completed
260,1222,2026-01-01,cancelled
261,1868,2025-07-02,shipped
262,2443,2025-10-25,shipped
263,1384,2026-02-16,processing
264,2814,2025-04-27,pending
265,1404,2025-11-07,processing
266,1472,2026-02-16,pending
267,676,2025-07-02,processing
268,79,2026-02-18,pending
269,919,2025-05-05,pending
270,866,2025-12-02,completed
271,2416,2025-06-15,shipped
272,693,2025-06-06,completed
273,1502,2026-03-24,completed
274,1537,2025-06-14,cancelled
275,2191,2025-05-09,shipped
276,200,2026-01-10,shipped
277,197,2025-10-15,completed
278,2678,2026-03-10,completed
279,198,2025-05-23,completed
280,1708,2025-08-25,processing
281,1558,2025-06-07,completed
282,2242,2025-09-17,cancelled
283,1944,2025-09-11,pending
284,842,2025-10-11,completed
285,1234,2025-09-05,processing
286,2711,2026-03-04,completed
287,2714,2025-05-19,shipped
288,1106,2025-11-10,shipped
289,2481,2025-10-22,pending
290,1716,2025-07-16,completed
291,2096,2025-10-25,shipped
292,483,2025-09-01,cancelled
293,467,2026-04-07,completed
294,2039,2026-01-10,pending
295,2495,2026-02-11,pending
296,1078,2025-12-13,shipped
297,827,2025-04-27,cancelled
298,2882,2025-08-31,processing
299,1210,2025-11-06,pending
300,162,2025-10-12,shipped
301,2034,2026-03-18,pending
302,2819,2025-09-20,processing
303,1355,2025-10-20,pending
304,12,2025-07-10,completed
305,2752,2025-08-04,completed
306,453,2025-08-09,shipped
307,2741,2026-01-05,processing
308,611,2025-08-31,completed
309,2096,2025-09-05,completed
310,2964,2026-03-23,completed
311,1049,2025-09-04,pending
312,1871,2025-08-03,cancelled
313,1082,2026-01-09,processing
314,206,2025-11-15,completed
315,716,2026-01-01,completed
316,1191,2025-06-30,cancelled
317,2773,2025-12-08,cancelled
318,1745,2025-05-22,completed
319,390,2025-06-02,completed
320,40,2026-03-17,pending
321,2718,2026-02-01,pending
322,1347,2025-06-16,cancelled
323,1793,2025-06-21,shipped
324,1099,2025-04-18,completed
325,1527,2025-12-19,cancelled
326,750,2025-04-28,completed
327,1642,2025-06-10,processing
328,1870,2025-07-13,cancelled
329,1580,2025-06-30,processing
330,1728,2026-04-01,pending
331,464,2025-07-23,pending
332,2852,2025-10-06,completed
333,653,2025-10-15,completed
334,1705,2026-02-27,shipped
335,1978,2026-01-18,shipped
336,2779,2025-12-23,processing
337,743,2025-05-22,shipped
338,1556,2025-09-30,cancelled
339,2505,2025-11-22,completed
340,2804,2025-06-06,pending
341,1979,2026-01-14,processing
342,463,2025-11-12,processing
343,1806,2025-11-14,completed
344,260,2025-11-21,cancelled
345,2683,2025-11-08,cancelled
346,51,2025-10-21,shipped
347,2362,2025-12-05,shipped
348,918,2025-10-16,cancelled
349,2127,2025-06-23,shipped
350,2820,2026-01-05,shipped
351,391,2025-04-19,processing
352,2711,2025-07-01,pending
353,1974,2025-09-16,cancelled
354,2719,2025-09-08,processing
355,609,2026-01-06,shipped
356,2511,2026-01-08,completed
357,48,2025-12-25,pending
358,2071,2025-05-04,processing
359,2031,2025-08-16,pending
360,307,2025-06-22,processing
361,1314,2025-06-09,pending
362,1356,2025-08-12,cancelled
363,207,2025-10-27,shipped
364,913,2025-06-19,shipped
365,2636,2025-05-17,processing
366,1652,2025-08-07,pending
367,323,2025-04-28,processing
368,1820,2026-02-01,shipped
369,1836,2025-07-19,completed
370,2042,2026-03-01,processing
371,1295,2026-03-06,completed
372,2038,2025-10-29,completed
373,421,2025-04-12,processing
374,1689,2025-08-19,completed
375,2283,2025-12-19,shipped
376,1,2026-03-15,completed
377,2475,2026-02-13,shipped
378,2612,2025-11-22,cancelled
379,2083,2025-12-08,shipped
380,848,2025-11-04,processing
381,1397,2025-11-21,cancelled
382,223,2025-05-03,pending
383,1862,2025-09-04,cancelled
384,2295,2025-12-22,shipped
385,2458,2025-06-10,processing
386,2936,2025-09-25,cancelled
387,2933,2025-09-18,processing
388,468,2025-07-10,completed
389,2699,2025-07-03,pending
390,9,2026-02-14,cancelled
391,1455,2026-04-09,cancelled
392,2244,2025-06-26,shipped
393,1532,2026-02-24,completed
394,188,2025-11-20,pending
395,2017,2025-08-30,pending
396,2937,2026-01-25,processing
397,439,2026-03-28,cancelled
398,2503,2025-06-29,pending
399,769,2025-10-05,completed
400,1610,2026-03-06,pending
401,1873,2025-05-12,pending
402,2936,2025-08-12,cancelled
403,442,2025-05-23,processing
404,191,2025-11-28,shipped
405,505,2025-10-26,processing
406,1874,2026-02-02,shipped
407,2066,2026-02-07,pending
408,2044,2025-09-05,completed
409,2173,2025-09-04,completed
410,2267,2025-05-20,processing
411,2397,2025-09-17,processing
412,2083,2025-08-01,pending
413,2834,2026-01-20,shipped
414,712,2025-04-12,pending
415,425,2025-05-09,processing
416,2694,2025-06-07,shipped
417,2483,2025-10-13,cancelled
418,2065,2025-06-08,processing
419,1715,2026-03-06,shipped
420,2837,2025-12-29,pending
421,1121,2025-06-06,processing
422,1405,2025-12-13,cancelled
423,1855,2026-02-15,pending
424,566,2026-01-03,processing
425,2468,2025-07-02,shipped
426,1225,2026-03-05,shipped
427,1286,2025-09-27,shipped
428,2592,2025-11-17,pending
429,823,2026-02-18,pending
430,2557,2025-10-21,cancelled
431,2813,2025-08-08,cancelled
432,2755,2026-03-20,pending
433,2910,2026-01-05,pending
434,2064,2025-12-23,shipped
435,2844,2025-09-07,cancelled
436,2910,2026-03-04,completed
437,1443,2025-10-08,shipped
438,1968,2025-05-16,shipped
439,2338,2025-04-27,processing
440,2762,2026-01-12,shipped
441,1172,2026-01-01,processing
442,53,2026-02-07,shipped
443,437,2025-06-11,completed
444,1561,2025-11-29,pending
445,218,2026-03-19,completed
446,819,2025-10-19,cancelled
447,660,2026-02-18,cancelled
448,2800,2026-02-02,cancelled
449,600,2025-07-11,completed
450,2829,2025-05-09,cancelled
451,836,2025-05-28,shipped
452,133,2025-11-19,cancelled
453,1854,2026-03-27,completed
454,2524,2025-05-24,shipped
455,919,2026-03-13,shipped
456,1593,2025-12-21,pending
457,2093,2025-08-18,cancelled
458,2839,2025-11-14,completed
459,1563,2025-11-09,processing
460,1707,2025-10-23,cancelled
461,2262,2025-07-11,completed
462,54,2025-12-20,cancelled
463,832,2025-08-17,shipped
464,1815,2025-10-10,pending
465,2596,2026-01-05,cancelled
466,2411,2025-04-18,shipped
467,2472,2025-12-29,pending
468,2970,2026-01-04,pending
469,1205,2025-12-24,processing
470,727,2025-08-27,completed
471,766,2025-12-22,pending
472,2105,2026-02-06,completed
473,1546,2025-10-23,completed
474,1756,2026-01-15,cancelled
475,2280,2025-11-21,cancelled
476,533,2025-08-19,pending
477,2393,2026-02-08,cancelled
478,24,2025-06-01,cancelled
479,1911,2025-09-22,pending
480,164,2025-08-02,pending
481,1322,2025-10-14,shipped
482,209,2025-11-04,shipped
483,2712,2026-03-25,cancelled
484,2010,2025-08-15,shipped
485,2254,2025-07-02,cancelled
486,299,2025-07-20,cancelled
487,2153,2025-09-17,pending
488,754,2025-11-30,shipped
489,280,2026-01-15,shipped
490,653,2026-01-06,processing
491,2225,2026-03-01,shipped
492,1653,2025-11-09,completed
493,1432,2025-11-19,pending
494,874,2025-09-21,cancelled
495,1357,2025-11-27,cancelled
496,1203,2025-06-03,pending
497,2533,2025-11-23,shipped
498,1946,2025-09-13,shipped
499,2660,2026-04-07,completed
500,470,2025-08-01,cancelled
501,1826,2026-01-16,pending
502,2631,2025-11-07,shipped
503,2545,2025-09-03,pending
504,164,2025-04-19,cancelled
505,1563,2025-04-13,completed
506,1581,2026-01-22,cancelled
507,2213,2025-09-25,cancelled
508,102,2025-12-18,shipped
509,1536,2025-10-10,shipped
510,2084,2025-11-02,processing
511,1994,2025-12-18,completed
512,1215,2026-02-16,pending
513,1313,2025-07-24,shipped
514,338,2025-07-21,completed
515,686,2026-03-26,shipped
516,2185,2025-06-21,completed
517,2568,2025-11-20,completed
518,864,2025-10-12,pending
519,2808,2025-07-31,processing
520,426,2025-09-08,pending
521,2203,2025-07-09,processing
522,2649,2026-02-12,completed
523,2811,2025-10-18,pending
524,98,2025-11-27,processing
525,2937,2025-06-26,cancelled
526,156,2026-01-04,completed
527,301,2025-10-24,completed
528,730,2025-10-23,cancelled
529,2286,2026-04-10,completed
530,2356,2025-07-27,pending
531,1060,2025-11-11,processing
532,1590,2025-04-22,processing
533,2582,2025-07-26,processing
534,1774,2025-04-15,cancelled
535,70,2025-11-18,processing
536,2758,2025-12-09,completed
537,2191,2025-10-16,completed
538,2628,2025-09-02,shipped
539,260,2025-04-15,shipped
540,187,2026-03-30,completed
541,1466,2025-05-25,shipped
542,435,2026-03-01,cancelled
543,2810,2025-04-23,cancelled
544,2485,2025-09-04,completed
545,1154,2026-03-28,processing
546,1563,2025-04-26,processing
547,2707,2025-09-05,completed
548,1942,2025-10-30,pending
549,2186,2026-03-07,pending
550,559,2025-04-18,processing
551,2236,2025-10-27,cancelled
552,2598,2025-07-19,pending
553,1221,2026-02-10,cancelled
554,46,2025-08-20,shipped
555,2274,2025-05-20,pending
556,505,2025-07-01,completed
557,21,2025-11-01,shipped
558,2444,2025-10-25,processing
559,2201,2025-10-31,shipped
560,349,2026-02-25,cancelled
561,861,2026-01-30,cancelled
562,868,2025-08-10,processing
563,2646,2025-08-01,shipped
564,584,2026-02-03,pending
565,754,2025-10-30,pending
566,2527,2025-11-23,cancelled
567,796,2026-01-05,completed
568,743,2025-07-16,shipped
569,223,2026-02-17,shipped
570,1890,2026-04-10,shipped
571,300,2025-10-30,cancelled
572,2752,2025-09-10,completed
573,1027,2026-02-21,completed
574,809,2025-04-17,shipped
575,1996,2026-03-15,cancelled
576,1463,2025-09-22,pending
577,2750,2025-08-25,pending
578,410,2025-04-16,cancelled
579,2538,2025-04-12,completed
580,793,2025-04-28,cancelled
581,1991,2025-08-15,processing
582,1345,2025-09-01,shipped
583,2701,2025-12-15,cancelled
584,2841,2025-05-19,shipped
585,625,2026-03-02,shipped
586,2322,2026-01-21,cancelled
587,1296,2025-08-19,processing
588,691,2025-06-25,completed
589,1283,2026-03-10,pending
590,908,2026-03-24,processing
591,1134,2025-08-31,cancelled
592,551,2025-05-17,cancelled
593,1966,2025-07-16,processing
594,1825,2025-11-04,cancelled
595,1252,2026-02-07,processing
596,2260,2026-04-04,completed
597,720,2025-12-10,shipped
598,336,2026-03-05,cancelled
599,574,2025-07-28,shipped
600,805,2025-09-22,cancelled
601,2567,2025-04-30,completed
602,2980,2026-01-14,completed
603,77,2026-03-11,shipped
604,2588,2026-03-10,completed
605,2384,2025-12-06,shipped
606,1660,2025-10-22,shipped
607,872,2025-06-10,completed
608,2260,2026-02-26,cancelled
609,2227,2026-01-30,shipped
610,1934,2025-04-23,pending
611,1499,2025-11-28,processing
612,915,2025-06-25,shipped
613,1192,2025-08-25,pending
614,1904,2025-12-19,shipped
615,2091,2025-04-29,completed
616,1626,2025-07-20,cancelled
617,2057,2025-07-28,completed
618,2715,2026-03-24,pending
619,2516,2025-07-13,pending
620,2106,2025-11-17,pending
621,1828,2026-03-20,pending
622,734,2025-09-02,shipped
623,2318,2025-07-21,pending
624,2999,2025-08-15,processing
625,1470,2025-09-13,completed
626,897,2026-03-07,processing
627,950,2025-09-05,completed
628,1083,2026-03-12,cancelled
629,959,2025-06-11,completed
630,2739,2026-03-21,pending
631,2122,2025-08-27,cancelled
632,1590,2026-01-24,processing
633,1863,2025-05-28,completed
634,164,2025-08-08,cancelled
635,423,2025-08-15,shipped
636,2596,2025-11-16,cancelled
637,1079,2026-02-24,shipped
638,2230,2025-05-31,shipped
639,713,2026-03-18,processing
640,2678,2026-01-17,processing
641,1497,2025-06-18,shipped
642,2677,2026-02-18,completed
643,2117,2025-05-27,cancelled
644,1542,2025-04-14,pending
645,2116,2025-07-07,processing
646,1446,2026-03-18,cancelled
647,1995,2025-12-04,processing
648,2475,2025-07-28,completed
649,2056,2026-01-26,pending
650,1802,2025-07-15,pending
651,943,2025-08-02,completed
652,2108,2026-03-06,cancelled
653,867,2025-07-31,pending
654,766,2025-07-26,pending
655,1484,2026-01-23,shipped
656,2939,2025-08-25,completed
657,2708,2025-07-02,pending
658,1699,2025-09-18,cancelled
659,2951,2025-06-13,completed
660,1973,2026-02-15,processing
661,1963,2026-02-04,pending
662,2420,2025-10-24,pending
663,2652,2025-08-04,processing
664,92,2025-10-07,pending
665,177,2025-05-11,pending
666,2350,2025-06-01,shipped
667,660,2025-08-11,pending
668,2579,2025-08-16,shipped
669,161,2025-05-19,shipped
670,602,2025-12-24,completed
671,682,2026-02-20,cancelled
672,738,2025-11-15,shipped
673,1661,2025-04-13,shipped
674,2309,2025-07-11,completed
675,2948,2025-05-28,cancelled
676,352,2025-06-18,pending
677,1840,2025-05-15,shipped
678,1931,2026-02-23,processing
679,699,2026-03-17,pending
680,1683,2026-01-21,shipped
681,585,2025-07-07,shipped
682,745,2026-01-21,shipped
683,2702,2025-06-03,shipped
684,1084,2026-04-01,pending
685,2967,2025-10-09,cancelled
686,1858,2025-09-14,shipped
687,2420,2025-07-19,completed
688,942,2025-12-02,processing
689,1579,2026-01-03,pending
690,445,2025-11-23,completed
691,829,2025-10-31,shipped
692,2066,2025-12-28,processing
693,613,2025-08-07,shipped
694,395,2025-08-08,pending
695,1950,2025-06-17,shipped
696,2457,2025-12-12,completed
697,2177,2025-06-13,shipped
698,482,2026-02-13,completed
699,1976,2025-06-02,pending
700,2472,2026-02-19,shipped
701,5,2025-05-19,processing
702,2139,2025-05-24,processing
703,1518,2025-10-12,completed
704,2858,2025-10-07,shipped
705,1758,2025-11-22,pending
706,1975,2025-09-22,processing
707,1436,2025-05-01,shipped
708,2854,2026-03-12,shipped
709,401,2025-10-22,processing
710,549,2025-11-30,cancelled
711,1955,2025-08-22,pending
712,344,2025-11-16,cancelled
713,2451,2025-07-15,shipped
714,1674,2025-09-24,cancelled
715,775,2025-07-19,completed
716,2905,2025-07-05,completed
717,2368,2025-08-23,shipped
718,483,2025-06-29,shipped
719,30,2026-01-18,processing
720,2682,2025-07-29,pending
721,2818,2026-02-24,cancelled
722,1675,2026-01-04,cancelled
723,437,2026-02-17,pending
724,1746,2025-07-28,shipped
725,1039,2026-02-10,cancelled
726,2196,2026-02-14,processing
727,2313,2025-05-25,cancelled
728,2507,2025-11-09,cancelled
729,2788,2025-12-24,processing
730,835,2026-04-04,processing
731,2262,2025-09-26,shipped
732,1977,2025-07-15,pending
733,1517,2026-02-15,shipped
734,2273,2025-11-18,processing
735,1040,2025-04-25,cancelled
736,2367,2025-07-05,cancelled
737,2890,2025-10-15,processing
738,566,2025-04-23,completed
739,942,2025-06-22,processing
740,2865,2025-10-22,pending
741,411,2025-09-12,pending
742,2083,2026-02-24,processing
743,1387,2025-05-07,shipped
744,2516,2025-06-24,completed
745,659,2026-02-07,processing
746,2605,2025-10-19,completed
747,374,2025-11-17,pending
748,1932,2025-06-17,shipped
749,1784,2026-03-19,completed
750,263,2025-10-16,cancelled
751,909,2025-10-13,cancelled
752,328,2026-03-02,shipped
753,155,2026-02-02,processing
754,1642,2025-11-01,shipped
755,2688,2025-08-18,shipped
756,1174,2025-06-14,shipped
757,236,2025-10-27,pending
758,2623,2025-06-22,processing
759,1799,2025-07-25,completed
760,827,2025-10-31,shipped
761,1172,2025-06-18,pending
762,138,2025-12-17,shipped
763,2092,2025-08-04,shipped
764,2861,2025-05-26,pending
765,2520,2025-12-20,pending
766,2761,2025-09-08,completed
767,1474,2026-02-09,pending
768,2683,2025-06-28,completed
769,645,2025-08-09,completed
770,1131,2025-07-03,processing
771,1447,2026-02-02,processing
772,1661,2026-01-23,shipped
773,821,2025-04-30,shipped
774,63,2025-10-15,completed
775,370,2026-02-21,shipped
776,1166,2025-08-20,shipped
777,2388,2025-12-18,cancelled
778,1424,2025-06-19,cancelled
779,927,2025-07-22,shipped
780,797,2025-08-29,processing
781,1655,2025-05-13,shipped
782,20,2025-10-03,cancelled
783,717,2026-01-07,processing
784,2074,2026-03-18,completed
785,2289,2025-11-14,completed
786,2061,2025-09-04,cancelled
787,1393,2026-03-18,completed
788,2103,2026-04-07,cancelled
789,2204,2025-07-02,shipped
790,1025,2026-02-02,processing
791,1545,2025-05-31,shipped
792,1981,2025-11-18,pending
793,1392,2025-07-14,processing
794,2792,2025-08-27,processing
795,2404,2026-01-26,completed
796,1975,2025-07-16,completed
797,1057,2026-03-08,completed
798,1568,2025-05-01,pending
799,2773,2025-11-12,pending
800,1294,2025-11-11,processing
801,1447,2025-04-22,shipped
802,2195,2025-04-25,completed
803,2871,2025-04-29,cancelled
804,1017,2025-11-15,cancelled
805,381,2025-08-14,processing
806,2760,2025-07-04,cancelled
807,312,2025-04-18,shipped
808,732,2026-03-08,processing
809,1286,2026-02-09,cancelled
810,896,2025-12-17,shipped
811,1103,2025-08-14,pending
812,2799,2025-05-16,pending
813,2044,2025-05-13,pending
814,962,2025-11-14,pending
815,1088,2025-12-10,pending
816,939,2025-07-27,pending
817,1023,2025-07-25,shipped
818,1459,2025-12-05,pending
819,437,2025-09-01,completed
820,322,2026-01-05,processing
821,2515,2025-10-16,completed
822,2218,2025-10-17,completed
823,1976,2025-11-24,cancelled
824,2543,2026-03-20,cancelled
825,2017,2026-02-12,shipped
826,1126,2025-11-22,processing
827,750,2025-09-26,shipped
828,1148,2025-08-25,processing
829,910,2025-06-13,shipped
830,526,2026-03-10,completed
831,2154,2025-08-25,processing
832,1960,2026-01-19,shipped
833,134,2025-10-07,shipped
834,1423,2025-11-29,processing
835,2812,2025-11-06,pending
836,1873,2026-01-12,completed
837,2861,2025-05-28,shipped
838,1885,2025-10-18,cancelled
839,2824,2025-05-22,completed
840,49,2025-11-14,pending
841,1555,2025-06-16,shipped
842,413,2025-05-08,cancelled
843,1482,2026-01-08,shipped
844,1064,2025-09-27,pending
845,2247,2025-10-25,cancelled
846,972,2025-12-09,cancelled
847,1931,2025-12-09,shipped
848,1406,2025-11-28,cancelled
849,754,2025-05-09,processing
850,1737,2025-06-01,pending
851,1717,2025-10-22,cancelled
852,1496,2025-06-19,processing
853,1146,2025-11-20,processing
854,737,2026-02-19,shipped
855,538,2026-03-06,shipped
856,2810,2025-09-27,pending
857,410,2026-03-16,cancelled
858,966,2026-01-10,shipped
859,1771,2025-10-22,processing
860,804,2026-03-12,pending
861,613,2025-07-16,processing
862,40,2025-08-09,pending
863,1727,2025-05-18,processing
864,551,2025-07-18,shipped
865,2188,2026-03-15,cancelled
866,1994,2025-09-14,cancelled
867,1028,2026-01-14,shipped
868,2326,2025-06-09,completed
869,1632,2026-04-10,completed
870,2829,2026-04-05,pending
871,246,2025-05-20,pending
872,1042,2025-06-17,processing
873,2580,2025-06-30,completed
874,1843,2025-04-22,cancelled
875,1065,2025-10-21,cancelled
876,1476,2025-08-14,shipped
877,2284,2025-09-17,cancelled
878,1410,2025-10-24,completed
879,1687,2026-01-20,completed
880,1439,2025-11-09,shipped
881,815,2025-11-20,shipped
882,2359,2026-04-06,shipped
883,715,2026-02-10,cancelled
884,1455,2025-05-11,cancelled
885,2758,2026-03-23,shipped
886,1997,2025-08-12,processing
887,322,2025-04-16,processing
888,2514,2026-02-05,cancelled
889,1900,2026-01-06,pending
890,687,2025-11-23,cancelled
891,1728,2026-03-12,shipped
892,2342,2026-03-30,processing
893,293,2025-12-30,completed
894,664,2025-11-28,cancelled
895,935,2025-06-11,cancelled
896,1298,2025-05-20,cancelled
897,2910,2025-09-29,cancelled
898,2480,2025-04-29,processing
899,1112,2025-08-05,processing
900,1488,2025-11-02,shipped
901,2134,2025-09-14,processing
902,1696,2025-09-13,pending
903,754,2025-06-26,completed
904,513,2026-02-06,pending
905,2712,2025-08-26,cancelled
906,2871,2025-11-27,completed
907,863,2025-12-07,pending
908,1627,2026-01-08,completed
909,392,2025-10-25,completed
910,1939,2025-04-19,shipped
911,221,2025-12-31,completed
912,1627,2026-03-28,shipped
