order_item_id,order_id,product_id,quantity,unit_price
331,6588,72,4,213.59
332,5713,261,4,88.08
333,4020,108,5,406.93
334,989,4,3,249.57
335,7049,47,3,549.11
336,4783,231,3,636.54
337,5478,198,2,95.09
338,7985,291,4,247.01
339,1896,52,2,363.5
340,6438,22,4,297.28
341,3932,242,2,839.94
342,462,82,4,189.89
343,6197,210,5,598.56
344,4086,152,1,349.68
345,6189,131,2,526.03
346,6754,40,3,78.0
347,7567,166,1,894.37
348,4909,210,2,341.41
349,6117,64,3,52.43
350,9179,280,1,197.02
351,3507,5,1,144.02
352,6877,107,3,151.28
353,8342,53,4,142.98
354,4434,233,3,637.42
355,9487,118,1,533.58
356,3464,12,5,323.82
357,736,215,5,417.64
358,9943,2,4,408.11
359,8285,275,5,181.96
360,8342,233,3,939.1
361,5745,58,3,872.46
362,5385,276,2,832.85
363,8044,64,4,144.43
364,3221,11,4,273.22
365,9175,62,4,807.98
366,4440,18,1,759.98
367,3413,258,2,312.02
368,8311,253,5,902.13
369,7262,184,2,552.89
370,3835,110,5,230.22
371,7781,231,4,291.13
372,1545,120,1,831.11
373,1847,179,1,608.99
374,6868,12,2,517.52
375,6487,69,2,549.5
376,2734,21,3,271.86
377,2792,120,3,77.14
378,5835,231,1,615.1
379,4400,144,4,142.61
380,8106,140,1,29.48
381,2615,139,1,569.38
382,3936,283,3,997.85
383,7909,159,1,68.9
384,2367,74,1,955.2
385,7629,15,3,548.55
386,9143,244,5,732.89
387,4191,295,2,746.96
388,2908,192,4,212.64
389,4892,74,1,991.94
390,4343,110,2,296.72
391,1768,274,2,425.02
392,3153,157,5,61.1
393,1626,196,4,530.58
394,197,77,2,59.76
395,2783,29,5,405.36
396,521,172,2,781.25
397,6785,70,2,397.01
398,3221,210,1,575.53
399,164,174,5,587.56
400,5129,16,4,481.04
401,3988,70,1,104.82
402,9226,7,3,955.76
403,3543,237,1,800.54
404,568,232,1,197.61
405,1789,105,2,168.65
406,9280,22,5,814.87
407,1239,200,5,477.89
408,1966,13,4,151.11
409,4577,209,3,323.05
410,1818,292,1,998.81
411,1121,243,2,551.69
412,5020,126,1,460.24
413,2371,116,4,63.26
414,2159,95,3,300.2
415,6510,8,3,152.78
416,3518,139,2,348.9
417,279,299,1,150.5
418,7309,243,3,312.04
419,371,107,2,382.07
420,5786,162,2,426.46
421,2139,241,1,232.4
422,7629,154,4,88.11
423,2195,139,5,33.87
424,5884,300,3,828.89
425,6264,19,5,357.25
426,9421,57,2,114.71
427,8799,298,3,955.53
428,7043,277,1,179.02
429,4679,275,4,993.43
430,9110,220,4,262.75
431,2080,110,5,677.72
432,964,5,4,385.58
433,5112,234,5,530.26
434,3781,225,3,33.4
435,9250,57,5,976.66
436,4778,291,5,42.2
437,4928,23,2,94.9
438,8669,104,1,409.63
439,2095,102,4,611.85
440,4565,277,3,979.85
441,4431,230,3,514.76
442,1922,115,1,509.13
443,6722,164,5,965.81
444,2426,5,3,437.38
445,2728,103,2,75.26
446,2432,8,4,689.46
447,25,107,3,903.64
448,338,10,2,11.96
449,4075,150,5,523.81
450,9728,57,4,458.9
451,8457,267,5,14.78
452,9309,47,5,770.44
453,6656,2,1,259.6
454,1513,197,1,583.85
455,2495,121,5,755.44
456,3303,234,2,688.66
457,9457,236,5,676.52
458,146,278,5,54.28
459,1347,281,3,307.2
460,4228,199,4,485.23
461,378,264,2,50.22
462,4081,223,3,687.45
463,4003,229,1,891.42
464,8576,44,1,930.27
465,9899,285,3,101.54
466,5403,257,3,697.36
467,5064,77,2,761.64
468,4257,7,1,197.22
469,5308,123,1,369.39
470,492,229,3,418.74
471,9417,129,3,381.31
472,4479,208,3,586.18
473,880,49,4,447.2
474,4375,9,1,555.03
475,8833,47,2,709.28
476,2258,114,5,160.69
477,4735,1,5,452.27
478,6408,73,2,961.36
479,8206,36,1,535.57
480,5321,70,4,269.46
481,5874,99,4,235.13
482,3642,177,4,318.46
483,4828,45,4,27.22
484,9176,72,2,623.56
485,1757,282,5,704.21
486,1138,91,1,689.75
487,294,147,3,352.49
488,520,32,4,123.28
489,3590,29,4,605.6
490,386,28,3,432.21
491,3970,268,1,136.51
492,486,46,2,463.7
493,2084,291,2,208.5
494,1468,65,4,77.96
495,4334,273,1,658.32
496,7036,223,3,21.41
497,4237,160,3,232.14
498,5005,91,4,728.15
499,6865,113,2,978.68
500,413,55,3,388.99
501,3877,4,5,97.23
502,3359,159,3,504.23
503,4252,121,4,846.89
504,6912,43,3,562.75
505,8762,87,4,999.18
506,1664,65,2,940.8
507,3003,202,4,671.5
508,8346,201,4,987.0
509,6348,180,4,706.56
510,2131,142,4,953.18
511,7241,210,1,956.83
512,4417,151,5,447.58
513,1320,82,4,472.41
514,3403,186,5,69.49
515,1784,262,1,46.13
516,7920,155,3,505.59
517,5132,140,2,134.3
518,5034,215,2,314.52
519,1810,78,4,552.21
520,7092,130,1,342.92
521,5838,84,5,740.87
522,2820,9,3,264.21
523,4529,145,4,663.33
524,1657,253,1,768.75
525,1316,272,2,551.23
526,42,220,2,468.96
527,5528,148,2,313.66
528,8237,92,5,875.69
529,4543,215,1,532.95
530,6639,208,5,32.97
531,300,178,3,867.51
532,717,94,1,818.39
533,6080,160,1,169.39
534,4571,43,2,659.95
535,481,61,2,254.66
536,8649,218,4,60.45
537,3928,255,1,825.56
538,8278,198,2,109.48
539,3320,84,1,987.58
540,3304,54,1,999.51
541,9704,26,5,452.25
542,4523,17,1,98.57
543,7780,60,1,217.76
544,8133,51,2,115.87
545,9090,213,5,824.41
546,1720,199,1,782.87
547,5813,27,2,762.95
548,9533,146,5,265.79
549,5385,187,4,823.26
550,1263,106,1,632.4
551,5533,272,4,347.32
552,371,242,2,709.11
553,7269,268,2,562.53
554,7668,29,1,476.96
555,6808,55,2,473.27
556,8389,57,4,37.22
557,2534,67,5,475.28
558,9636,197,2,680.08
559,1977,275,3,486.31
560,3715,21,2,490.31
561,9170,55,4,879.52
562,4699,281,1,190.24
563,8996,188,1,677.0
564,8201,17,3,470.87
565,4209,151,1,178.02
566,2212,110,2,800.42
567,2659,63,4,964.37
568,6299,196,4,589.23
569,7470,133,5,358.89
570,327,200,4,669.72
571,5842,34,4,685.42
572,1940,126,4,623.55
573,5975,73,5,851.21
574,1892,209,1,328.64
575,6364,38,3,825.22
576,159,112,1,485.54
577,8564,133,2,370.34
578,3472,58,2,289.25
579,3640,296,5,542.81
580,4798,258,2,295.67
581,168,155,1,228.19
582,9842,39,1,741.2
583,3746,24,1,323.23
584,1168,194,2,109.92
585,9013,199,4,722.5
586,4016,119,3,410.24
587,3813,159,5,863.88
588,52,167,5,99.81
589,4525,256,1,821.98
590,2548,252,4,266.98
591,9589,218,5,822.06
592,4044,283,1,326.86
593,1822,71,3,327.74
594,7358,253,5,772.72
595,2196,120,3,809.11
596,9221,255,5,378.39
597,5936,133,5,107.48
598,748,237,2,382.62
599,6281,10,2,234.81
600,4796,223,2,302.68
601,6928,237,3,773.98
602,5868,34,4,149.93
603,7548,105,4,110.73
604,7600,63,1,828.64
605,4319,247,3,390.43
606,3767,247,5,994.96
607,7974,163,1,224.35
608,8685,9,3,978.91
609,4858,38,2,889.78
610,5314,236,3,508.22
611,2655,289,2,389.49
612,6463,271,2,339.01
613,7388,96,4,981.45
614,4920,24,5,521.03
615,4108,70,4,422.45
616,6181,106,1,450.87
617,1108,106,2,483.45
618,8987,206,3,216.16
619,2267,184,4,423.39
620,8668,221,5,134.13
621,9952,27,5,837.54
622,495,135,4,896.96
623,8575,202,5,919.34
624,2890,30,5,682.63
625,3856,133,3,782.37
626,417,269,1,353.38
627,7771,103,5,774.28
628,1374,168,5,423.94
629,7030,132,5,855.22
630,5271,211,1,321.13
631,7761,257,4,67.2
632,8189,174,5,883.02
633,7149,40,3,262.14
634,453,124,5,707.42
635,2965,245,5,267.08
636,2134,234,2,861.71
637,2885,90,2,188.46
638,1744,39,2,487.32
639,8030,219,4,831.83
640,8058,55,5,129.49
641,4826,81,4,172.74
642,6095,59,5,884.21
643,9052,207,3,275.52
644,531,192,5,557.92
645,6961,297,2,940.6
646,2936,96,1,215.26
647,6771,292,1,899.5
648,4361,95,5,23.78
649,1269,32,4,275.95
650,1171,231,4,550.9
651,317,111,4,884.7
652,3179,229,1,406.06
653,177,17,1,889.29
654,3419,95,3,587.47
655,3008,130,4,836.78
656,3668,58,3,382.97
657,4566,228,4,168.31
658,9097,3,4,979.1
659,9222,17,5,230.07
660,5327,134,4,758.67
661,5732,282,1,164.71
662,9890,113,3,117.64
663,7570,81,5,232.62
664,1426,82,4,188.38
665,6351,114,5,126.69
666,4891,289,3,655.7
667,7053,215,4,68.9
668,5426,88,4,401.18
669,9060,156,4,864.38
670,9636,251,3,977.46
671,9608,192,3,627.19
672,10,259,1,458.12
673,46,215,5,440.5
674,6764,12,4,993.78
675,168,53,2,54.15
676,2815,24,5,960.23
677,1274,191,2,194.31
678,3903,17,3,883.3
679,9379,18,3,266.46
680,2571,179,5,232.92
681,2840,4,2,254.79
682,1102,21,2,252.23
683,5430,177,2,811.49
684,3707,173,1,122.39
685,548,116,3,335.28
686,9084,287,4,585.09
687,3411,100,3,698.19
688,2658,151,2,200.82
689,2675,219,2,400.17
690,8805,14,2,17.17
691,8821,119,3,568.69
692,4415,139,1,135.06
693,9500,30,1,170.08
694,9805,202,4,782.27
695,9850,69,3,908.6
696,3977,255,1,126.73
697,7883,236,4,206.11
698,4553,82,3,592.12
699,6291,94,1,907.35
700,4395,48,5,777.13
701,7343,176,5,211.12
702,1603,68,5,986.12
703,1246,118,2,401.57
704,3804,206,1,486.8
705,4491,243,2,944.71
706,8335,205,3,159.63
707,2325,14,3,389.26
708,7350,118,5,431.47
709,9718,82,1,14.46
710,5168,71,5,903.36
711,2724,55,3,70.47
712,3773,170,1,360.29
713,1542,139,3,19.83
714,2287,52,2,722.6
715,4908,122,5,643.45
716,7236,249,1,522.25
717,2289,134,5,466.39
718,2079,192,4,609.41
719,2513,48,3,861.37
720,4168,165,5,549.8
721,9679,93,5,793.3
722,8893,248,1,309.49
723,8073,196,4,51.03
724,3424,121,5,206.29
725,9146,221,2,593.02
726,937,85,3,104.32
727,8895,149,3,472.6
728,8516,171,4,282.19
729,5887,270,5,787.75
730,8872,88,5,200.18
731,7829,70,3,702.48
732,295,261,4,790.65
733,2054,300,3,403.92
734,3551,164,2,368.79
735,9595,201,3,89.35
736,2829,94,2,559.89
737,1742,274,3,18.54
738,6648,87,2,359.14
739,9052,211,3,452.75
740,4128,93,2,593.09
741,2778,84,1,99.73
742,1429,148,2,922.84
743,9733,6,5,577.66
744,6841,202,1,609.43
745,7265,21,2,833.16
746,5,135,2,415.81
747,863,298,3,829.75
748,3033,35,3,436.01
749,645,10,4,837.59
750,818,44,2,618.38
751,6075,103,5,227.41
752,2204,83,5,623.0
753,1535,45,3,837.99
754,95,24,5,229.97
755,8666,74,4,965.44
756,611,165,4,491.0
757,1817,215,4,288.18
758,7143,67,1,479.26
759,8614,182,4,288.57
760,5335,117,1,24.58
761,4447,217,4,181.73
762,6974,76,1,450.25
763,3369,102,2,676.56
764,4244,145,4,123.52
765,4910,71,1,965.35
766,6375,179,2,718.26
767,4714,60,3,900.93
768,7601,241,2,465.17
769,7809,216,4,528.13
770,3415,129,1,427.77
771,738,143,5,299.39
772,7756,168,4,810.76
773,9020,226,3,109.09
774,8101,290,1,998.03
775,2995,22,2,180.71
776,3592,228,2,294.16
777,4380,40,3,273.94
778,4402,177,4,176.54
779,3218,257,4,783.1
780,7351,292,4,576.87
781,4808,275,1,173.85
782,6202,71,3,747.9
783,680,144,4,563.82
784,8450,223,4,181.23
785,199,2,3,72.59
786,8207,173,5,345.51
787,4390,90,3,486.89
788,4564,121,1,396.91
789,9887,9,3,782.43
790,3611,245,1,585.74
791,7002,26,5,86.88
792,6727,49,3,493.84
793,8278,268,3,229.91
794,7489,27,3,283.05
795,1350,278,4,730.46
796,5758,213,4,844.81
797,7658,68,3,897.14
798,6622,284,4,757.47
799,4865,45,1,374.07
800,8480,293,5,379.04
801,2444,232,1,939.0
802,2736,296,4,925.26
803,8471,158,1,20.98
804,7446,288,3,50.6
805,3870,187,4,30.23
806,7019,18,4,755.37
807,3734,127,3,900.43
808,6961,261,4,274.34
809,6494,248,2,219.16
810,365,208,4,669.21
811,1971,281,4,703.83
812,3005,216,2,191.21
813,7789,295,4,888.97
814,265,263,3,778.34
815,8308,221,4,513.0
816,5399,24,3,225.85
817,3363,294,4,476.02
818,2772,264,4,212.31
819,8253,247,5,869.77
820,5160,166,4,33.83
821,4960,293,1,845.4
822,1933,234,2,147.61
823,9192,217,1,269.74
824,6578,227,1,549.61
825,3375,96,1,413.06
826,6590,84,1,764.91
827,243,243,5,931.62
828,9507,298,2,944.07
829,8339,42,2,769.07
830,2618,252,5,818.24
831,6860,166,1,566.23
832,3824,238,2,774.89
833,100,274,1,462.97
834,5046,135,4,824.13
835,4784,81,2,411.17
836,9689,275,1,214.18
837,1428,122,2,972.75
838,9856,10,3,309.46
839,9267,215,1,289.45
840,6233,92,4,36.52
841,8825,225,1,620.76
842,4235,272,2,11.97
843,4450,119,2,959.0
844,4554,126,5,913.34
845,1235,239,1,700.4
846,7725,258,5,120.53
847,6176,139,1,392.5
848,5632,271,2,681.02
849,849,53,5,865.06
850,4139,298,4,653.99
851,8373,48,2,902.24
852,7353,24,3,11.46
853,9816,80,1,481.19
854,697,229,4,634.5
855,8408,277,1,211.55
856,1075,233,1,522.41
857,8663,85,2,408.09
858,9016,90,5,946.41
859,8628,168,3,834.59
860,316,235,1,663.91
861,9494,174,2,521.18
862,7651,142,5,192.01
863,8845,2,1,84.51
864,1841,198,4,937.69
865,7738,208,1,179.78
866,9134,17,4,141.11
867,275,123,5,142.13
868,931,90,5,128.85
869,4335,144,4,202.67
870,9747,196,3,226.16
871,5473,268,2,645.51
872,1331,92,4,900.99
873,4838,74,1,738.43
874,6127,111,3,170.68
875,9594,47,4,600.7
876,7513,187,2,957.26
877,9033,137,2,18.87
878,964,128,5,456.84
879,7355,1,5,382.96
880,4812,125,2,919.11
881,5052,22,4,325.06
882,6962,131,3,361.31
883,8730,226,5,756.36
884,4562,9,3,781.1
885,4457,262,2,874.97
886,5772,292,5,155.4
887,4076,266,4,998.1
888,6555,211,3,283.68
889,2084,119,2,999.07
890,6607,238,4,48.06
891,8667,209,5,777.71
892,2120,191,3,589.45
893,7940,90,5,317.31
894,4204,96,2,751.01
895,3024,85,5,529.19
896,2111,6,4,568.04
897,1191,233,4,422.78
898,2899,97,5,587.57
899,9667,80,3,383.19
900,9883,281,5,915.67
901,9058,245,2,223.18
902,7603,254,4,560.42
903,6098,223,4,614.81
904,4048,131,1,308.1
905,8574,129,5,180.94
906,1568,168,5,814.97
907,3107,44,2,607.09
908,6594,6,2,991.13
909,1090,149,1,14.37
910,7642,205,3,59.17
911,1104,157,2,841.68
912,4658,289,2,854.38
913,1937,9,1,225.55
914,9420,254,2,521.42
915,8906,241,3,160.78
916,8850,223,2,42.84
917,6288,153,3,834.5
918,2219,152,2,744.86
919,2480,29,1,336.21
920,5519,119,5,190.82
921,7938,219,1,574.53
922,1677,134,4,612.54
923,6565,65,5,906.69
924,8933,18,5,940.76
925,2158,3,3,408.28
926,5972,126,1,479.12
927,6693,210,1,454.08
928,7056,293,1,937.08
929,2506,149,3,978.39
930,5036,252,1,316.52
931,2677,163,3,129.31
932,3182,247,2,964.72
933,6631,50,5,322.59
934,8032,254,1,61.31
935,1201,255,2,645.94
936,6866,45,3,71.49
937,2939,24,5,764.18
938,9566,37,2,698.06
939,7935,100,5,206.29
940,3111,153,2,465.03
941,5088,141,2,812.26
942,9977,1,4,293.75
943,421,228,3,498.45
944,2109,116,5,421.82
945,85,241,3,986.58
946,9967,37,4,328.14
947,9132,183,4,633.58
948,3915,86,1,488.49
949,1286,138,5,597.16
950,4191,19,3,389.69
951,9148,182,5,815.8
952,5675,279,5,11.44
953,1564,165,1,731.63
954,6430,188,4,267.97
955,1917,204,2,606.25
956,7747,2,1,650.15
957,9632,126,1,292.21
958,5226,160,1,719.66
959,302,128,1,544.18
960,8945,77,5,923.89
961,8842,13,2,90.62
962,6450,83,2,592.68
963,6091,279,1,246.16
964,4567,11,5,405.35
965,204,78,4,538.84
966,9963,174,4,328.48
967,6261,145,1,971.12
968,3386,105,4,712.2
969,6841,68,2,349.12
970,3111,240,2,64.94
971,339,258,3,271.01
972,7078,250,5,901.0
973,9915,286,1,510.53
974,698,87,4,992.48
975,1925,48,1,979.26
976,4623,114,5,840.7
977,2380,200,1,100.96
978,5494,276,4,109.26
979,9190,25,3,558.01
980,6543,124,3,171.38
981,1826,207,2,661.56
982,7452,82,1,302.32
983,3701,241,2,27.91
984,4467,187,1,481.29
985,930,273,3,303.3
986,3223,41,2,919.35
987,4740,200,4,753.21
988,9377,174,1,824.65
989,6902,249,2,580.81
990,2168,209,4,997.82
991,9441,193,2,255.72
992,223,71,1,369.67
993,8760,155,4,82.94
994,7966,285,1,138.44
995,6362,265,4,15.88
996,850,202,4,57.93
997,6485,123,2,51.11
998,6078,23,4,830.94
999,1438,220,2,733.62
1000,8930,62,3,839.05
1001,9612,23,1,860.99
1002,2702,31,5,127.08
1003,2346,187,2,642.7
1004,4298,174,2,33.07
1005,7538,190,2,691.67
1006,9789,188,5,472.82
1007,9413,96,2,858.89
1008,8740,221,4,51.24
1009,7594,179,1,141.72
1010,5271,132,4,935.1
1011,9676,71,3,981.67
1012,9124,145,1,325.83
1013,3689,264,3,926.47
1014,267,288,1,133.11
1015,9753,200,1,721.18
1016,8674,109,3,632.96
1017,4637,170,3,887.45
1018,2571,86,4,980.55
1019,6079,77,5,796.26
1020,8111,27,1,498.39
1021,6225,7,3,702.42
1022,6692,53,2,969.81
1023,5073,278,4,841.95
1024,172,152,4,40.18
1025,2528,216,4,865.06
1026,3224,181,4,25.88
1027,5983,14,1,372.31
1028,3262,3,1,380.71
1029,1478,217,1,446.81
1030,5178,217,4,810.87
1031,7210,293,1,353.39
1032,2937,131,1,379.69
1033,4019,168,3,84.3
1034,4348,29,3,447.91
1035,5987,110,4,968.94
1036,5241,240,1,683.21
1037,7541,64,5,63.87
1038,1310,269,5,934.24
1039,7123,154,5,536.2
1040,7040,170,4,584.93
1041,9073,121,4,886.32
1042,9950,254,2,882.3
1043,9168,236,3,630.93
1044,114,192,4,551.47
1045,3044,125,4,58.68
1046,1454,278,4,849.09
1047,98,52,3,251.92
1048,419,185,5,193.75
1049,3556,98,4,493.98
1050,9892,246,2,693.3
1051,2184,108,2,788.27
1052,6634,149,5,998.31
1053,9187,69,3,49.52
1054,2685,203,3,247.67
1055,9728,96,4,382.3
1056,7757,122,3,173.68
1057,2613,115,5,933.72
1058,2306,24,5,868.79
1059,2988,12,2,245.92
1060,3,34,5,102.98
1061,3735,90,4,620.68
1062,2266,109,5,286.11
1063,1157,269,3,499.7
1064,149,248,2,890.56
1065,1378,169,3,821.68
1066,2079,200,3,693.14
1067,7251,166,1,915.69
1068,9984,36,4,572.71
1069,3624,64,2,555.6
1070,6445,146,1,13.74
1071,2536,95,2,221.31
1072,2467,66,4,992.97
1073,7650,112,4,454.91
1074,6786,260,2,939.84
1075,6584,153,1,955.39
